Price,Location,Area,Amenities,BHK
₹6.50 Cr,"Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",1750sqft,,4 BHK
₹8.75 Cr,"Borivali East, Mumbai, Datta Pada, Mumbai - North Mumbai, Maharashtra",2146sqft,,6 BHK
₹2.10 Cr,"Kandivali West, Mumbai - Western Mumbai, Maharashtra",1000sqft,,3 BHK
₹1.25 Cr,"Mantri Serene, Goregaon East, Mumbai - Western Mumbai, Maharashtra",680sqft,,2 BHK
₹19.0 Cr,"Juhu is one of the most upmarket neighborhoods of the Mumbai Suburbs.Juhu has premium hotels like JW Marriott, Novotel and Sun-n-Sand. It has numerous social and entertainment hubs along with schools, colleges, hospitals, parks and religious places. There are several great cafes, restaurants, lounges and pubs in the area famous ones include Prithvi Cafe, Mangi Ferra, The Bar Stock Exchange, Grandmamas caf, Little Italy, Dakshinayan, Chin Chin Chu, Bayroute, and more",3000sqft,,4 BHK
₹82.0 Lac,"Akurli Road, Jivdani Vikas Mandal, Narsi Pada, Kandivali East, Mumbai, Maharashtra 400101, Akurli Nagar, Mumbai - North Mumbai, Maharashtra",381sqft,,1 BHK
₹45.0 Lac,"Vasai East, Mumbai, Vasai, Mumbai - Mira Road and Beyond, Maharashtra",446sqft,,1 BHK
₹5.25 Cr,"mumbai, Dadar West, Mumbai - South Mumbai, Maharashtra",650sqft,,2 BHK
₹4.50 Cr,"Wadala West, Mumbai - South Mumbai, Maharashtra",1670sqft,,4 BHK
₹2.80 Cr,"Behind Poonam Nagar, Off Mahakali Caves Road, Andheri East - Mumbai- 400060, Andheri, Mumbai - Western Mumbai, Maharashtra",995sqft,,3 BHK
₹4.0 Cr,"Borivali East, Mumbai, Magathane, Mumbai - North Mumbai, Maharashtra",1755sqft,,3 BHK
₹3.80 Cr,Walking Distance to Upcoming Metro Station and Mumbais Largest Dmart,1170sqft,,3 BHK
₹13.45 Cr,"Pandurang Budhkar Marg, Century Mills, Worli, Mumbai, Maharashtra - 400030, Worli, Mumbai - South Mumbai, Maharashtra",1800sqft,,5 BHK
₹9.0 Cr,"Upper Worli, Mumbai - South Mumbai, Maharashtra",1700sqft,,4 BHK
₹6.51 Cr,"3001Sierra, Sheth Montana, Mulund West, Mumbai - Central Mumbai, Maharashtra",1951sqft,,4 BHK
₹1.55 Cr,"Mumbai, Maharashtra",1300sqft,,3 BHK
₹7.26 Cr,"mahalaxmi race course, Mahalaxmi Race Course, Mumbai - South Mumbai, Maharashtra",1603sqft,,4 BHK
₹94.0 Lac,"Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",415sqft,,1 BHK
₹1.0 Cr,"Vrindavan, Vrajbhoomi Vomplex, New Link Road, Dahanukarwadi, Kandivali W, Kandivali West, Mumbai - Western Mumbai, Maharashtra",428sqft,,1 BHK
₹4.20 Cr,"Current location, Mangalwadi, Mumbai - South Mumbai, Maharashtra",1300sqft,,4 BHK
₹5.30 Cr,"Borivali East, Mumbai, Borivali East, Mumbai - Western Mumbai, Maharashtra",1375sqft,,4 BHK
₹2.60 Cr,"malad west chincholi bandar road., Malad West, Mumbai - Western Mumbai, Maharashtra",700sqft,,2 BHK
₹3.25 Cr,"Kurar Village, Malad East, Mumbai - Western Mumbai, Maharashtra",1240sqft,,3 BHK
₹2.25 Cr,"Malad West, Adarsh, Mumbai, Malad West, Mumbai - Western Mumbai, Maharashtra",645sqft,,2 BHK
₹7.0 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",2000sqft,,4 BHK
₹9.50 Cr,"veera desai road near by country club, Andheri West, Mumbai - Western Mumbai, Maharashtra",2200sqft,,5 BHK
₹2.20 Cr,"Kurla West, Mumbai, Kurla West, Mumbai - Central Mumbai, Maharashtra",750sqft,,2 BHK
₹9.50 Cr,"Lodha Trump Tower, P.B Marg, Lower Parel, Mumbai",1600sqft,,4 BHK
₹80.0 Lac,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",536sqft,,2 BHK
₹4.20 Cr,"Borivali East, Mumbai - Western Mumbai, Maharashtra",1150sqft,,3 BHK
₹25.0 Cr,"Juhu., JVPD Scheme, Mumbai - Western Mumbai, Maharashtra",5500sqft,,5 BHK
₹1.40 Cr,"Hiranandani Regent Hills, Hiranandani Powai, Powai, Mumbai - Central Mumbai, Maharashtra",379sqft,,1 BHK
₹1.76 Cr,"Srishti, Sector 1A, Opp Bhaktivedanta Hospital, Bhaktivedanta Swami Marg, Mira Road, Mumbai - 401107, Mira Road East, Mumbai, Maharashtra",894sqft,,3 BHK
₹1.10 Cr,"Anand Nagar - Dahisar East, Mumbai - North Mumbai, Maharashtra",500sqft,,2 BHK
₹24.0 Cr,"Colaba, Mumbai., Uppar Colaba, Mumbai - South Mumbai, Maharashtra",3000sqft,,4 BHK
₹7.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1545sqft,,4 BHK
₹1.15 Cr,Looking for a 1 BHK Apartment for sale in Mumbai Your search ends her,427sqft,,1 BHK
₹1.95 Cr,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Mumbai, Maharashtra",807sqft,,2 BHK
₹9.0 Cr,"kamleshwar Coopretive Housing Society Juhu Mumbai Maharashtra 400049, Juhu, Mumbai - Western Mumbai, Maharashtra",1875sqft,,4 BHK
₹3.0 Cr,"Rathodi, Mumbai - North Mumbai, Maharashtra",1630sqft,,5 BHK
₹11.70 Cr,Walking Distance to Upcoming Metro Station and Mumbais Largest Dmart,3330sqft,,5 BHK
₹2.84 Cr,"Andheri West, Mumbai, Four Bungalows, Mumbai - Western Mumbai, Maharashtra",965sqft,,2 BHK
₹5.87 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",1361sqft,,4 BHK
₹2.15 Cr,"Wadala, Mumbai, Wadala, Mumbai - South Mumbai, Maharashtra",514sqft,,1 BHK
₹1.10 Cr,"B 602 Gaurav Paradise, Near Cinemax Mira Road., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",960sqft,,3 BHK
₹79.3 Lac,"Goregaon East, Mumbai - Western Mumbai, Maharashtra",387sqft,,1 BHK
₹5.60 Cr,"Near St. Andrews College, Bandra West, Bandra West, Mumbai - Western Mumbai, Maharashtra",1260sqft,,3 BHK
₹55.0 Cr,"juhu koliwada, Juhu Koliwada, Mumbai - Western Mumbai, Maharashtra",5000sqft,,5 BHK
₹52.80 Cr,"Worli, Mumbai - South Mumbai, Maharashtra",6600sqft,,5 BHK
₹7.31 Cr,"Bhagat Singh Road, Vile Parle West., Vile Parle West, Mumbai - Western Mumbai, Maharashtra",1434sqft,,5 BHK
₹78.0 Lac,"Flat no-301, Shree Arihant Building, Malad West., Malad West, Mumbai - Western Mumbai, Maharashtra",600sqft,,2 BHK
₹1.20 Cr,"Gururaj Rao5 Nav Shree Prathamesh CHSLSaraswat Colony Near Panchayat, Mumbai, Maharashtra",1000sqft,,4 BHK
₹1.28 Cr,"Vishweshwar nagar road, Near Romell aether, Pahadi Goregaon East, Mumbai - North Mumbai, Maharashtra",415sqft,,1 BHK
₹1.27 Cr,"Borivali West, Mumbai, IC Colony, Mumbai - North Mumbai, Maharashtra",550sqft,,2 BHK
₹1.85 Cr,"Mahavir Nagar, Mumbai - North Mumbai, Maharashtra",620sqft,,2 BHK
₹4.0 Cr,"Oshiwara, Mumbai - Western Mumbai, Maharashtra",1300sqft,,3 BHK
₹4.25 Cr,"Goregaon East, Mumbai, Gokuldham, Mumbai - North Mumbai, Maharashtra",1250sqft,,3 BHK
₹9.83 Cr,"Bandra East, Mumbai, Gandhi Nagar, Mumbai - Western Mumbai, Maharashtra",1657sqft,,4 BHK
₹3.25 Cr,"Borivali West, Mumbai, Borivali West, Mumbai - Western Mumbai, Maharashtra",1350sqft,,4 BHK
₹6.75 Cr,"Chikuwadi, Borivali West, Mumbai - Western Mumbai, Maharashtra",1820sqft,,5 BHK
₹3.75 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",1260sqft,,3 BHK
₹2.79 Cr,"Kandivali East, Mumbai, Kandivali East, Mumbai - Western Mumbai, Maharashtra",1100sqft,,3 BHK
₹6.70 Cr,"Malad west, Mumbai, Malad West, Mumbai - Western Mumbai, Maharashtra",1648sqft,,4 BHK
₹16.0 Cr,"Khar West, Khar West, Mumbai - Western Mumbai, Maharashtra",1960sqft,,4 BHK
₹2.95 Cr,"Matung East, Mumbai., Matunga East, Mumbai - South Mumbai, Maharashtra",1050sqft,,3 BHK
₹55.0 Cr,"Gurunanak Marg, Bandra West, Mumbai, Maharashtra, India., Turner Road, Mumbai - Western Mumbai, Maharashtra",6500sqft,,6 BHK
₹3.10 Cr,"Borivali west, Borivali West, Mumbai - Western Mumbai, Maharashtra",943sqft,,3 BHK
₹86.0 Lac,"Building No 74, Kannamwar Nagar II, Vikhroli East, Mumbai, Maharashtra, Kannamwar Nagar 2, Mumbai - Central Line, Maharashtra",508sqft,,2 BHK
₹11.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",2270sqft,,5 BHK
₹1.10 Cr,"Step up Goregaon sv road, Goregaon West, Mumbai - Western Mumbai, Maharashtra",450sqft,,1 BHK
₹7.25 Cr,"Worli, Mumbai, Adarsh Nagar Worli, Mumbai - South Mumbai, Maharashtra",1600sqft,,4 BHK
₹9.25 Cr,"Bombay Dyeing One ICC Island City Center G D Ambekar Rd Dadar East Mumbai Maharashtra 400014, Dadar East, Mumbai - South Mumbai, Maharashtra",2500sqft,,4 BHK
₹30.0 Cr,One of the prime residential areas of Mumbai,4900sqft,,5 BHK
₹13.50 Cr,"worli, Worli, Mumbai - South Mumbai, Maharashtra",2320sqft,,4 BHK
₹1.05 Cr,"Mumbai, Maharashtra",725sqft,,2 BHK
₹8.79 Cr,"Dadar East, Mumbai - South Mumbai, Maharashtra",2100sqft,,4 BHK
₹2.0 Cr,"Akurli Rd, next to Rajesh White City, Kandivali, Lokhandwala Twp, Kandivali East, Mumbai, Akurli Nagar, Mumbai - North Mumbai, Maharashtra",719sqft,,2 BHK
₹9.0 Cr,"Napeansea road, Malabar Hill, Mumbai - South Mumbai, Maharashtra",1650sqft,,3 BHK
₹35.0 Cr,"Worli, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",5000sqft,,5 BHK
₹1.45 Cr,"Kurla West, Kurla West, Mumbai - Central Mumbai, Maharashtra",850sqft,,2 BHK
₹7.30 Cr,"Elixir , LT Realty,Powai,Mumbai.",2190sqft,,4 BHK
₹5.10 Cr,"Shimpoli RD, Borivali West, Mumbai - Western Mumbai, Maharashtra",1567sqft,,5 BHK
₹9.39 Cr,"JVLR, Andheri East, Mumbai - 400060, Jogeshwari Vikhroli Link Road, Mumbai - Western Mumbai, Maharashtra",2700sqft,,5 BHK
₹1.85 Cr,"applaud 38, Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, Maharashtra",1166sqft,,2 BHK
₹1.19 Cr,"Kurla, Mumbai - Central Mumbai, Maharashtra",641sqft,,2 BHK
₹1.79 Cr,"Acme Oasis, Lokhandwala, Kandivali e, Lokhandwala Twp, Mumbai - Western Mumbai, Maharashtra",738sqft,,2 BHK
₹1.95 Cr,"Powai, Mumbai - Central Mumbai, Maharashtra",635sqft,,2 BHK
₹4.65 Cr,"Powai, Powai, Mumbai - Central Mumbai, Maharashtra",1403sqft,,3 BHK
₹2.10 Cr,"Malad West, Mumbai, Malad West, Mumbai - Western Mumbai, Maharashtra",890sqft,,3 BHK
₹4.25 Cr,"Juhu Road, Mumbai, Maharashtra",1290sqft,,2 BHK
₹6.30 Cr,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, Maharashtra",1081sqft,,3 BHK
₹18.0 Cr,"Rustomjee Crown Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",3030sqft,,5 BHK
₹9.25 Cr,"Borivali east near WE Highway, Borivali East, Mumbai - Western Mumbai, Maharashtra",2300sqft,,6 BHK
₹7.50 Cr,"Andheri East, Mumbai, Jogeshwari Vikhroli Link Road, Mumbai - Western Mumbai, Maharashtra",1850sqft,,4 BHK
Call for Price,"Raheja Complex, Malad East, Mumbai - Western Mumbai, Maharashtra",1430sqft,,5 BHK
₹2.47 Cr,"Kanjurmarg West, Mumbai, Kanjurmarg West, Mumbai - Central Line, Maharashtra",983sqft,,3 BHK
₹4.39 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",2060sqft,,5 BHK
₹3.69 Cr,"Chembur, Mumbai, Swastik Park, Mumbai - Harbour Line, Maharashtra",1041sqft,,3 BHK
₹2.31 Cr,"Behind Ashish Theatre, Chembur, Mumbai - Harbour Line, Maharashtra",900sqft,,3 BHK
₹80.0 Lac,"Behind amar cinema, ghatla road, chembur east., Chembur, Mumbai - Harbour Line, Maharashtra",350sqft,,1 BHK
₹4.40 Cr,"Sheth Developers 72 West, Yamuna, Lokhandwala, Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",1200sqft,,3 BHK
₹3.45 Cr,"Goregaon West, Mumbai, Bangur Nagar, Mumbai - North Mumbai, Maharashtra",1033sqft,,3 BHK
₹4.25 Cr,"The Corner, Borivali West. Link Road. Mumbai 400 092",1269sqft,,4 BHK
₹4.55 Cr,"CTS No. 101, behind Dr. L. H. Hiranandani Hospital, Tirandaz, Powai., Powai, Mumbai - Central Mumbai, Maharashtra",1282sqft,,4 BHK
₹5.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",963sqft,,2 BHK
₹1.16 Cr,"Mira Road East, Mumbai, Mira Road East, Mumbai, Maharashtra",958sqft,,3 BHK
₹8.15 Cr,"Near Dmart close to railway station, Andheri East, Mumbai - Western Mumbai, Maharashtra",3064sqft,,5 BHK
₹39.0 Lac,"Naigaon East, Mumbai, Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",407sqft,,1 BHK
₹7.35 Cr,"Matunga - Sion, Matunga East, Mumbai - South Mumbai, Maharashtra",1727sqft,,5 BHK
₹2.85 Cr,Best Nagar is one of the famous residential localities in West Mumbai,1050sqft,,3 BHK
₹4.10 Cr,"Jonquille jamica, Chandivali, Mumbai - Central Mumbai, Maharashtra",1300sqft,,4 BHK
₹6.80 Cr,"Powai lake, Mumbai - Central Line, Maharashtra",2600sqft,,5 BHK
₹2.40 Cr,"Mandir masjid road yari road Andheri West, Yari Road, Mumbai - Western Mumbai, Maharashtra",790sqft,,2 BHK
₹1.60 Cr,"Kandivali East, Mumbai - Western Mumbai, Maharashtra",560sqft,,2 BHK
₹1.90 Cr,"Marve Road, Malad West, Mumbai 40064, Malad West, Mumbai - Western Mumbai, Maharashtra",710sqft,,2 BHK
₹6.0 Cr,"Borivali East, Mumbai, Magathane, Mumbai - North Mumbai, Maharashtra",1870sqft,,4 BHK
₹11.0 Cr,"Parel East, Mumbai, Maharashtra",1845sqft,,3 BHK
₹8.25 Cr,"Mumbai Central, Mumbai, Mumbai Central, Mumbai - South Mumbai, Maharashtra",1800sqft,,5 BHK
₹53.0 Lac,"Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",1794sqft,,2 BHK
₹1.20 Cr,"Veera Desai Road, Mumbai, Maharashtra",508sqft,,1 BHK
₹1.76 Cr,"Borivali East, Mumbai, Rajendra Nagar, Mumbai - North Mumbai, Maharashtra",826sqft,,3 BHK
₹75.0 Lac,"Kurla, Mumbai - Central Mumbai, Maharashtra",395sqft,,1 BHK
₹13.50 Cr,"Matunga, Mumbai., Matunga, Mumbai - South Mumbai, Maharashtra",2600sqft,,4 BHK
₹1.60 Cr,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",900sqft,,3 BHK
₹48.0 Lac,"Ghatkopar West, Mumbai - Central Mumbai, Maharashtra",270sqft,,1 BHK
₹2.0 Cr,"Bhagat gali road matunga west., Joshi Vadi, Mumbai - Central Mumbai, Maharashtra",425sqft,,1 BHK
₹10.50 Cr,"Chembur, Mumbai., Chembur East, Mumbai, Maharashtra",2500sqft,,5 BHK
₹2.0 Cr,"Vanamali CHS Ltd, Opp. Dukes Horizon, W T Patil Marg, Chembur, Mumbai, Vishnu Nagar, Mumbai - Harbour Line, Maharashtra",750sqft,,2 BHK
₹5.80 Cr,"Th kataria marg, matunga west., Matunga West, Mumbai - South Mumbai, Maharashtra",1150sqft,,3 BHK
₹1.85 Cr,"Near AHCL Shimpoli, Borivali West, Mumbai - Western Mumbai, Maharashtra",690sqft,,2 BHK
₹2.65 Cr,"Raunak Grand Centre of Mumbai, Off BKC Connector Sion - Wadala, Chembur, Mumbai - Harbour Line, Maharashtra",935sqft,,3 BHK
₹3.50 Cr,"jugal Jyoti co operative housing society limited, 176 CST Road, Kalina, Santacruz East, Mumbai -400098, Santacruz East, Mumbai - Western Mumbai, Maharashtra",876sqft,,2 BHK
₹5.0 Cr,"goregoan, Goregaon West, Mumbai - Western Mumbai, Maharashtra",1500sqft,,4 BHK
₹35.0 Lac,"The Riviera Co Hos. Society, Panvel Matheran Road, Chipale, Panvel, Mumbai - Harbour Line, Maharashtra",400sqft,,1 BHK
₹3.25 Cr,"Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",1110sqft,,3 BHK
₹3.85 Cr,"Ground floor, saiprasad, dayaldas road, vileparle east, mumbai 57., Mumbai, Maharashtra",980sqft,,3 BHK
₹2.56 Cr,"Rafi Ahmed Kidwai Rd, Azad Nagar, Wadala, Mumbai, Maharashtra, Kidwai Nagar, Mumbai - Harbour Line, Maharashtra",689sqft,,2 BHK
₹24.0 Cr,"6, Walkeshwar Rd, Walkeshwar, 6 Crystal, Malabar Hill, Mumbai, Maharashtra 400006, Walkeshwar, Mumbai - South Mumbai, Maharashtra",3048sqft,,4 BHK
₹33.0 Lac,"Nalasopara West, Mumbai, Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",350sqft,,1 BHK
₹6.50 Cr,"Borivali West, Mumbai, Chikoowadi, Mumbai - North Mumbai, Maharashtra",2200sqft,,5 BHK
₹40.0 Cr,"Juhu Rd, Chandrabai Nagar, Khar Danda, Juhu, Mumbai - Western Mumbai, Maharashtra","15,000sqft",,6 BHK
₹13.99 Cr,"Devidas Road, Borivali West, Mumbai - Western Mumbai, Maharashtra",2350sqft,,4 BHK
₹2.39 Cr,"Mumbai, Maharashtra, Kanjurmarg East, Mumbai - Central Mumbai, Maharashtra",959sqft,,3 BHK
₹4.60 Cr,"Goregaon East, Mumbai, Dindoshi - Malad East, Mumbai - North Mumbai, Maharashtra",1500sqft,,4 BHK
₹2.80 Cr,"Sewri, Mumbai. Near Dosti Flamingo., Mumbai, Maharashtra",800sqft,,2 BHK
₹7.99 Cr,"Raheja Imperia 2, Worli, Mumbai - South Mumbai, Maharashtra",1200sqft,,3 BHK
₹4.50 Cr,"Krishna Regency sunder nagar Malad West, Malad West, Mumbai - Western Mumbai, Maharashtra",1500sqft,,4 BHK
Call for Price,"Worli, Mumbai., Worli, Mumbai - South Mumbai, Maharashtra",5200sqft,,5 BHK
₹4.95 Cr,"Opposite Hard Rock Cafe, Pandurang Budhkar Marg, Worli, Mumbai, Maharashtra, Worli, Mumbai - South Mumbai, Maharashtra",980sqft,,3 BHK
₹58.0 Lac,"Mira Road East, Mumbai, Mira Road East, Mumbai, Maharashtra",425sqft,,1 BHK
₹2.90 Cr,"This is a spacious 3bedroom flat located in Borivali East, Mumbai. The flat is east west facing and has a carpet area of 879 square feet, and a RERA carpet area of 912 square feet. It",879sqft,,3 BHK
₹6.35 Cr,"Mulund West, Mumbai - Central Mumbai, Maharashtra",2100sqft,,6 BHK
₹2.0 Cr,"Nahar Amrit sakti, Chandivali, Mumbai - Central Mumbai, Maharashtra",600sqft,,2 BHK
₹8.50 Cr,"Wadala, Mumbai - South Mumbai, Maharashtra",2695sqft,,4 BHK
₹14.50 Cr,"Near PDP garden, Nepeansea Road, Mumbai - South Mumbai, Maharashtra",2200sqft,,5 BHK
₹1.75 Cr,"Masjid bunder, Chinch bunder, mandvi, mumbai, Mumbai, Maharashtra",640sqft,,2 BHK
₹4.65 Cr,"Vile Parle West, Mumbai - Western Mumbai, Maharashtra",1000sqft,,3 BHK
₹11.50 Cr,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, Maharashtra",3416sqft,,6 BHK
₹1.25 Cr,"Chembur, Mumbai, Shell Colony, Mumbai - Harbour Line, Maharashtra",460sqft,,1 BHK
₹20.0 Cr,"Trump Tower, Worli, Mumbai - South Mumbai, Maharashtra",2800sqft,,6 BHK
₹2.06 Cr,"Mira Bhayandar, Mumbai, Beverly Park, Mumbai - Mira Road and Beyond, Maharashtra",1428sqft,,4 BHK
₹8.59 Cr,"Bandra East, Mumbai, Bandra East, Mumbai - Western Mumbai, Maharashtra",1645sqft,,4 BHK
₹1.60 Cr,"Malad West, Mumbai, Kanchpada, Mumbai - North Mumbai, Maharashtra",590sqft,,2 BHK
₹89.0 Lac,"Kannamwar Nagar 1, Vikhroli E, Mumbai, Kannamwar Nagar 1, Mumbai - Central Line, Maharashtra",432sqft,,1 BHK
₹1.58 Cr,"C-305 306 Parkside 3, Raheja Estate, Kulupwadi Borivali East, Borivali East, Mumbai - Western Mumbai, Maharashtra",526sqft,,2 BHK
₹4.25 Cr,"Lodha Park is strategically located in Mumbais most desirable precinct, Worli at the starting of the Mumbai Mile which is also home to one of Indias most iconic addresses, The World Towers, as well as prime commercial developments like One Lodha Place, Peninsula Corporate Park and Business Park. A glittering stretch where landmark residential and commercial developments rub shoulders with the finest hotels like St. Regis, Four Seasons, dining venues like Townhall and Qualia and luxury retail stores with premium entertainment hubs like Palladium, High street phoenix and SMAASH.",893sqft,,2 BHK
₹3.25 Cr,"Tridev Apartment Bhakti Marg L B S Road Mulund West, Mulund West, Mumbai - Central Mumbai, Maharashtra",1100sqft,,3 BHK
₹1.53 Cr,"Powai, Mumbai., Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",379sqft,,1 BHK
₹6.27 Cr,"Worli, Mumbai - South Mumbai, Maharashtra",1136sqft,,3 BHK
₹11.0 Cr,"Mahalakshmi, Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",2136sqft,,4 BHK
₹13.50 Cr,"Pandurang Budhkar Marg Next to Shree Simandhar Swami Jain Temple, Worli, Mumbai, Maharashtra 400018, Worli, Mumbai - South Mumbai, Maharashtra",2050sqft,,4 BHK
₹4.0 Cr,"101., Khar West, Mumbai - Western Mumbai, Maharashtra",600sqft,,2 BHK
₹8.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1270sqft,,3 BHK
₹1.15 Cr,"radiant 59 marol Andheri East, Marol, Mumbai - Western Mumbai, Maharashtra",442sqft,,1 BHK
₹13.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1834sqft,,5 BHK
₹3.25 Cr,"JVLR , opp oberoi school, Andheri East Mumbai 400093",854sqft,,3 BHK
₹12.0 Cr,"Mumbai Central, Agripada, Mumbai - South Mumbai, Maharashtra",2400sqft,,4 BHK
₹6.20 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",2350sqft,,5 BHK
₹1.55 Cr,"701, kaushik tower, chocowadi, shimpoli Borivali West, Borivali West, Mumbai - Western Mumbai, Maharashtra",630sqft,,2 BHK
₹85.0 Cr,"artesia, Worli, Mumbai - South Mumbai, Maharashtra",,,7 BHK
₹3.20 Cr,"Vile Parle East, Vile Parle East, Mumbai - Western Mumbai, Maharashtra",800sqft,,2 BHK
₹98.0 Lac,"Goregaon East, Mumbai, Kandivali East, Mumbai - Western Mumbai, Maharashtra",430sqft,,1 BHK
₹86.7 Lac,"127 Raj Homes, Abhilasha Residency Road, Mira Road, Mira Road East, Mumbai, Maharashtra",653sqft,,2 BHK
₹21.70 Cr,"Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",2967sqft,,4 BHK
₹7.90 Cr,"Dadar, Mumbai., Dadar, Mumbai - South Mumbai, Maharashtra",1594sqft,,4 BHK
₹52.0 Lac,"Manpada, Kalyan - Shilphata Rd, Bhadra Nagar, Dombivli, Thane, Maharashtra, Dombivli East, Thane - Beyond Thane, Maharashtra, Thane-Kalyan-Dombivli, Mumbai, Maharashtra",514sqft,,2 BHK
₹25.0 Cr,"Jvpd Scheme, Juhu, JVPD Scheme, Mumbai - Western Mumbai, Maharashtra",4500sqft,,5 BHK
₹3.30 Cr,"wadala, Wadala, Mumbai - South Mumbai, Maharashtra",925sqft,,2 BHK
₹1.15 Cr,"Powai, Powai lake, Mumbai - Central Line, Maharashtra",400sqft,,1 BHK
₹24.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",2975sqft,,4 BHK
₹12.0 Cr,"Oberoi Springs, Lokhandwala Complex, Andheri West, Mumbai - Western Mumbai, Maharashtra",2000sqft,,5 BHK
₹5.88 Cr,"PRESTIGE JASDAN CLASSICAt Mahalaxmi, Mumbai",1245sqft,,3 BHK
₹31.5 Lac,"Ornate, Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",420sqft,,1 BHK
₹5.55 Cr,"A61 mandhana manor chs ltd mogal lane matunga west mumbai 400016., Mahim, Mumbai - South Mumbai, Maharashtra",1030sqft,,3 BHK
₹1.42 Cr,"Bandra Near BKC, Bandra East, Mumbai - Western Mumbai, Maharashtra",411sqft,,1 BHK
₹45.0 Lac,"Mira Road, Mumbai., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",437sqft,,1 BHK
₹1.75 Cr,"1504 A-WING PRAMUKH HEIGHTS Veera Desai Road, Veera Desai Road, Mumbai, Maharashtra",635sqft,,2 BHK
₹45.0 Lac,"near yashvant smart city vasai east, Vasai, Mumbai - Mira Road and Beyond, Maharashtra",610sqft,,2 BHK
₹8.80 Cr,"Mahalakshmi, Mumbai, Mahalakshmi, Mumbai South Mumbai, Maharashtra",1960sqft,,4 BHK
₹2.90 Cr,"4th Road, Bandra West, Mumbai, Maharashtra, India., Bandra West, Mumbai - Western Mumbai, Maharashtra",580sqft,,1 BHK
₹4.10 Cr,"Lady Ratan Tower, Dainik shivner Marg, Gandhi Nagar, Worli Mumbai 400018, Worli, Mumbai - South Mumbai, Maharashtra",1000sqft,,2 BHK
₹7.79 Cr,"Kandivali East, Mumbai, Thakur Village, Mumbai - North Mumbai, Maharashtra",2300sqft,,4 BHK
₹25.0 Cr,"Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",4500sqft,,5 BHK
₹5.0 Cr,"Bangur Nagar, Goregaon West, Mumbai - Western Mumbai, Maharashtra",1359sqft,,4 BHK
₹4.25 Cr,"Mulund East, Mumbai - Central Mumbai, Maharashtra",1350sqft,,3 BHK
₹73.0 Lac,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",855sqft,,2 BHK
₹5.50 Cr,"Mahalaxmi, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",1200sqft,,3 BHK
₹1.95 Cr,"Garden lane, lbs road ghatkopar west mumbai 400086., Ghatkopar West, Mumbai - Central Mumbai, Maharashtra",777sqft,,3 BHK
₹1.25 Cr,"Borivali West, Mumbai - Western Mumbai, Maharashtra",380sqft,,1 BHK
₹99.0 Lac,"Andheri West, Mumbai, D.N. Nagar, Mumbai - Western Mumbai, Maharashtra",305sqft,,1 BHK
₹1.20 Cr,"solitaire edg next to solitare homes adjacent to rajguru, Ashok Nagar - Akurli Nagar, Mumbai - North Mumbai, Maharashtra",407sqft,,1 BHK
